Steps,Policy/Entropy,Environment/Episode Length,Self-play/ELO,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
9120000,1.9684128,4145.0,1221.998137279147,0.005626828,1.0,1.0,1.0
9130000,1.9769294,5999.0,1221.9926699405169,-0.014271105,0.0,0.0,1.0
9140000,1.9632527,5999.0,1221.4705211548332,-0.01076909,-1.0,-1.0,1.0
9150000,1.9825382,5999.0,1221.452366324994,-0.01175605,0.0,0.0,1.0
9160000,1.9970051,4863.0,1220.7437341544266,-0.0126275625,-0.5,-0.5,1.0
9170000,1.9732125,2057.0,1219.9188314717258,-0.01751813,-0.5,-0.5,1.0
9180000,1.981636,5999.0,1219.8986655104225,-0.011629515,0.0,0.0,1.0
9190000,1.964454,5999.0,1219.8800644353187,-0.009870989,0.0,0.0,1.0
9200000,1.9926722,5999.0,1219.8597996633675,-0.0072540296,0.0,0.0,1.0
9210000,1.9849446,5999.0,1220.1051961509675,-0.007833188,0.0,0.0,1.0
9220000,2.0003064,4697.75,1219.6018835766192,-0.013348846,0.0,0.0,1.0
9230000,1.987842,1028.0,1219.8499672457126,0.019019356,0.0,0.0,1.0
9240000,2.0049787,2179.6666666666665,1219.8499672457126,0.012034434,0.0,0.0,1.0
9250000,1.9667239,None,None,0.028386751,None,None,1.0
9260000,1.960123,5089.5,1219.8413021339684,0.020849077,0.0,0.0,1.0
9270000,1.9375345,3938.0,1219.6667613231468,0.03435834,-0.3333333333333333,-0.3333333333333333,1.0
9280000,1.9643922,4660.0,1219.8221306790317,0.038287114,0.3333333333333333,0.3333333333333333,1.0
9290000,1.9760305,4621.0,1219.7951152578567,0.06338518,0.0,0.0,1.0
9300000,1.9736116,5999.0,1220.2853356017686,0.050657384,0.5,0.5,1.0
9310000,1.9739431,4413.5,1220.0294083063498,0.028478475,0.0,0.0,1.0
9320000,1.96928,5999.0,1220.7506408071824,-0.017172199,0.3333333333333333,0.3333333333333333,1.0
9330000,1.9509732,3743.5,1220.2383212313505,-0.019693078,-0.5,-0.5,1.0
9340000,1.9441448,1059.0,1219.7335277661184,-0.023589052,-1.0,-1.0,1.0
9350000,1.9742362,5999.0,1219.2374335979998,-0.021228775,-1.0,-1.0,1.0
9360000,1.9540685,3978.5,1218.843858814038,-0.016491087,-0.25,-0.25,1.0
9370000,1.9703715,2397.1666666666665,1219.1041450327864,-0.0017944289,0.2,0.2,1.0
9380000,1.9789318,3403.5,1219.6514669106236,0.025741557,0.6666666666666666,0.6666666666666666,1.0
9390000,1.986782,4798.75,1219.7527333461594,0.040392265,0.25,0.25,1.0
9400000,1.9924169,620.5,1220.8509612605744,0.014993978,1.0,1.0,1.0
9410000,1.9986707,1052.0,1221.0963395792005,0.029090524,1.0,1.0,1.0
9420000,2.0142033,2084.0,1221.3594451463753,0.040689442,0.2857142857142857,0.2857142857142857,1.0
9430000,2.0043237,1206.6666666666667,1221.5246829709542,-0.0029694824,0.0,0.0,1.0
9440000,2.0265937,2652.0,1221.0020237937033,-0.0056825774,-1.0,-1.0,1.0
9450000,1.9734375,112.0,1222.2305542903339,0.03238104,1.0,1.0,1.0
9460000,1.9484788,2581.0,1223.707829814478,0.038672283,1.0,1.0,1.0
9470000,1.9428027,4026.3333333333335,1223.4226274734222,0.029370524,-0.3333333333333333,-0.3333333333333333,1.0
9480000,1.9400998,4331.5,1223.0271759865957,0.05583937,-0.25,-0.25,1.0
9490000,1.9614838,5579.666666666667,1223.2215712307732,0.03594782,0.3333333333333333,0.3333333333333333,1.0
9500000,2.0021849,4543.0,1223.3731692731094,0.0010301169,0.0,0.0,1.0
9510000,1.9842508,None,None,-0.019597542,None,None,1.0
9520000,1.9530948,5235.333333333333,1222.8600827491302,-0.021833355,0.0,0.0,1.0
9530000,1.9437,3203.0,1222.2092720030637,-0.039988786,-0.5,-0.5,1.0
9540000,1.9750792,5999.0,1221.5525269291597,-0.044434525,-0.5,-0.5,1.0
9550000,1.950825,None,None,0.019251134,None,None,1.0
9560000,1.9525299,5999.0,1221.294271593962,0.043386273,0.0,0.0,1.0
9570000,1.9693036,4555.0,1220.4385966664693,0.04949732,-0.6666666666666666,-0.6666666666666666,1.0
9580000,1.9879601,3617.4285714285716,1220.5175381697663,-0.020274317,-0.14285714285714285,-0.14285714285714285,1.0
9590000,1.9914787,3351.5,1219.0977233551382,-0.030691737,-0.5,-0.5,1.0
9600000,1.9342607,1001.0,1219.2278507439653,0.048086915,1.0,1.0,1.0
9610000,1.9572022,2106.0,1219.4759623660384,-0.005177799,0.0,0.0,1.0
9620000,1.9891422,583.4,1220.2287073087919,0.009883231,0.5,0.5,1.0
9630000,1.9948586,1363.6666666666667,1220.2295946080642,0.0013254489,0.0,0.0,1.0
9640000,1.8866868,2514.0,1220.2279654492531,-0.04104392,0.0,0.0,1.0
9650000,1.8462403,3052.0,1220.2279654492531,-0.061865676,-1.0,-1.0,1.0
9660000,1.875037,2694.0,1219.7220354962121,-0.031428073,-1.0,-1.0,1.0
9670000,1.889845,4014.0,1219.2068869905638,-0.04022434,-1.0,-1.0,1.0
9680000,1.9214847,5469.2,1218.595800995237,-0.034306787,-0.25,-0.25,1.0
9690000,1.9513322,3452.25,1218.8263781564697,-0.054290175,0.2,0.2,1.0
9700000,1.9270403,4180.5,1219.4404235117536,-0.012213084,0.5,0.5,1.0
9710000,1.9106874,1134.0,1219.1903720133776,-0.00546262,-1.0,-1.0,1.0
9720000,1.8728161,4517.5,1218.9447889999815,-0.020948865,-0.5,-0.5,1.0
9730000,1.890749,3664.0,1218.2017865792827,0.021512017,-0.5,-0.5,1.0
9740000,1.9063436,5999.0,1218.4528794162322,0.045735724,1.0,1.0,1.0
9750000,1.9434258,4347.333333333333,1218.0353175199243,-0.012310042,-0.6666666666666666,-0.6666666666666666,1.0
9760000,1.92942,3134.0,1216.9576064599423,-0.011908115,-1.0,-1.0,1.0
9770000,1.8918686,5999.0,1216.7215478935836,0.0135556515,0.0,0.0,1.0
9780000,1.8951496,5725.0,1217.2272454743654,0.017066097,0.5,0.5,1.0
9790000,1.909756,4111.666666666667,1217.2174018864505,0.016791642,0.3333333333333333,0.3333333333333333,1.0
9800000,1.9225371,5999.0,1217.7216694673718,0.01487497,1.0,1.0,1.0
9810000,1.9534097,5999.0,1217.550288294661,0.00282642,0.0,0.0,1.0
9820000,1.9901726,1636.0,1217.2209971225732,-0.02366821,-0.2,-0.2,1.0
9830000,2.0109007,1996.0,1217.224676679579,0.0036094517,0.0,0.0,1.0
9840000,2.0085127,2514.5,1217.2195711269364,0.0020294518,0.0,0.0,1.0
9850000,2.0141919,None,None,-0.0015579883,None,None,1.0
9860000,1.9859875,3431.3333333333335,1217.3888538533956,0.010538067,0.0,0.0,1.0
9870000,1.9856619,4949.5,1217.7294708783252,0.026760258,0.25,0.25,1.0
9880000,1.9863064,4570.0,1217.2431644110166,0.018637497,-1.0,-1.0,1.0
9890000,1.9680728,4962.5,1216.500429479845,0.014038987,-1.0,-1.0,1.0
9900000,1.985457,3063.3333333333335,1216.5923029292492,-0.008027048,0.0,0.0,1.0
9910000,1.9575089,5999.0,1216.261303390215,-0.021332739,0.0,0.0,1.0
9920000,1.8699331,4053.3333333333335,1215.9382663449771,-0.059686862,-0.3333333333333333,-0.3333333333333333,1.0
9930000,1.8884324,None,None,-0.076113075,None,None,1.0
9940000,1.8668679,5999.0,1215.7848137787364,-0.08620196,0.0,0.0,1.0
9950000,1.8745486,4318.25,1215.1671466841374,-0.033886082,-0.4,-0.4,1.0
9960000,1.9188367,5999.0,1214.5410650659753,-0.0852489,-1.0,-1.0,1.0
9970000,1.9331455,3624.75,1213.069826023048,-0.034760162,-1.0,-1.0,1.0
9980000,1.9659737,5999.0,1212.3588279324015,-0.039443996,-0.6666666666666666,-0.6666666666666666,1.0
9990000,1.945867,1649.0,1211.8658261699043,-0.005840434,-1.0,-1.0,1.0
10000000,1.9812304,3611.0,1211.1426648508816,-0.035997976,-0.5,-0.5,1.0
10010000,1.9948897,4477.333333333333,1211.101510484149,0.0007632049,0.3333333333333333,0.3333333333333333,1.0
10020000,1.9790275,3531.0,1211.7069645252557,0.009574109,0.5,0.5,1.0
10030000,1.9829805,302.3333333333333,1211.811213669015,-0.0018139543,0.0,0.0,1.0
10040000,1.9848629,2135.3333333333335,1212.8432015338642,0.061998602,1.0,1.0,1.0
10050000,2.0078745,2617.0,1212.534527478853,0.0089284,-0.25,-0.25,1.0
10060000,1.9999943,2481.5,1212.5340950148677,0.0010991152,-0.5,-0.5,1.0
10070000,1.9904118,3580.3333333333335,1212.3978476267305,0.010362796,-0.3333333333333333,-0.3333333333333333,1.0
10080000,1.9890732,4707.5,1211.5956212343197,-0.013030013,-0.5,-0.5,1.0
10090000,1.9914013,None,None,0.02656191,None,None,1.0
10100000,1.9877616,5124.75,1211.8896329697127,0.023054892,0.3333333333333333,0.3333333333333333,1.0
10110000,1.9896781,3440.6666666666665,1212.322523004517,-0.0010459407,0.0,0.0,1.0
10120000,1.9942118,5999.0,1212.6629462484038,0.005398509,0.0,0.0,1.0
10130000,1.9816911,3173.2,1213.177180601276,-0.0533072,0.75,0.75,1.0
10140000,1.9990449,605.0,1213.6942663472819,0.006933178,0.5,0.5,1.0
10150000,1.9806285,3289.5,1214.3358235363119,0.0031525297,0.5,0.5,1.0
10160000,1.9641162,4067.6666666666665,1215.069365944676,0.0070105596,0.3333333333333333,0.3333333333333333,1.0
10170000,1.9798675,5999.0,1214.755703392494,-0.02644391,-0.5,-0.5,1.0
10180000,1.9709989,3458.5,1214.2664302118633,0.0031762577,-0.5,-0.5,1.0
10190000,1.9871417,5167.0,1213.7824754716662,0.07814622,-0.5,-0.5,1.0
10200000,1.9722453,5470.0,1214.2860864356078,0.06800469,0.3333333333333333,0.3333333333333333,1.0
10210000,1.9894407,3967.0,1214.799244911792,-0.013467744,1.0,1.0,1.0
10220000,1.9803292,3934.0,1214.6577080986447,-0.02792396,0.0,0.0,1.0
10230000,2.0040023,1251.0,1214.8406934128413,0.0017996221,0.0,0.0,1.0
10240000,2.0052466,2307.0,1215.3534022637996,0.015790535,1.0,1.0,1.0
10250000,1.9957209,2827.3333333333335,1215.3608992919342,0.0066512427,0.0,0.0,1.0
10260000,2.0026698,3597.3333333333335,1215.8751070258177,0.0063693523,0.5,0.5,1.0
10270000,1.9980057,4898.333333333333,1215.7070425598788,-0.0041319914,-0.25,-0.25,1.0
10280000,1.9919561,4009.5,1215.8849642834336,0.04465547,0.5,0.5,1.0
10290000,2.0057163,None,None,0.006415964,None,None,1.0
10300000,2.0096586,4233.0,1216.5619909401423,0.029904196,0.6666666666666666,0.6666666666666666,1.0
10310000,1.9909302,5999.0,1216.894578264924,-0.0054615373,0.0,0.0,1.0
10320000,1.9966602,5999.0,1216.9058058338026,-0.011912035,0.0,0.0,1.0
10330000,1.9874982,5999.0,1216.915818683108,-0.006993714,0.0,0.0,1.0
10340000,2.007796,None,None,-0.0068682223,0.0,0.0,1.0
10350000,2.0158036,5999.0,1216.9164938833328,-0.0047139227,0.0,0.0,1.0
10360000,2.017414,5999.0,1216.5901886814597,-0.006524974,-0.25,-0.25,1.0
10370000,2.016989,3949.5,1217.1721148624515,0.02385458,1.0,1.0,1.0
10380000,2.0245633,5999.0,1217.431635672754,0.0090439785,0.3333333333333333,0.3333333333333333,1.0
10390000,2.0168884,3237.3333333333335,1217.7757419350808,0.054907,0.6666666666666666,0.6666666666666666,1.0
10400000,2.0259109,5999.0,1217.9441215257234,0.004557006,0.0,0.0,1.0
10410000,2.0253584,5999.0,1217.9390648408312,0.0055197375,0.0,0.0,1.0
10420000,2.015284,None,None,0.0050945454,None,None,1.0
10430000,2.0057485,413.3333333333333,1218.2562936539232,0.037858654,0.3333333333333333,0.3333333333333333,1.0
10440000,2.010664,1671.0,1218.9173822576322,0.051982984,0.5,0.5,1.0
10450000,1.9992741,2218.6666666666665,1218.913478261197,0.12930763,0.3333333333333333,0.3333333333333333,1.0
10460000,2.007595,3313.8,1219.3064146611548,0.010888625,-0.2,-0.2,1.0
10470000,2.0369418,None,None,0.03151456,None,None,1.0
10480000,2.0323749,3871.0,1219.4019563849492,0.021452418,0.5,0.5,1.0
10490000,2.0077534,4951.5,1219.402239397621,0.0233973,0.0,0.0,1.0
10500000,2.0186062,None,None,0.048831373,None,None,1.0
10510000,2.0046146,5999.0,1219.3996339046894,0.079834804,0.2,0.2,1.0
10520000,1.9914128,5999.0,1219.3988193751934,0.042993028,0.0,0.0,1.0
10530000,2.0024707,5999.0,1219.3981037279157,0.11288657,0.0,0.0,1.0
10540000,1.9787269,5999.0,1219.8984889605026,0.07549466,1.0,1.0,1.0
10550000,1.9740646,None,None,0.06972176,None,None,1.0
10560000,1.9898132,5999.0,1220.7632543278446,0.028645393,0.6666666666666666,0.6666666666666666,1.0
10570000,1.9951508,4446.666666666667,1220.7175489422825,-0.011451619,-0.3333333333333333,-0.3333333333333333,1.0
10580000,1.9957985,None,None,0.021220623,1.0,1.0,1.0
10590000,1.9951162,5999.0,1220.8663527895299,0.012563454,0.0,0.0,1.0
10600000,1.9751308,4080.5,1221.3390459756486,0.04462968,0.5,0.5,1.0
10610000,1.9859232,None,None,0.047815703,None,None,1.0
10620000,1.960647,5127.8,1221.7261891654512,0.037959736,0.4,0.4,1.0
10630000,2.0021007,417.0,1221.314521365947,-0.06734738,-1.0,-1.0,1.0
10640000,1.9780877,949.5,1221.062935729176,-0.059837703,-0.5,-0.5,1.0
10650000,2.0044856,1822.2,1221.0983848050964,-0.06173248,0.0,0.0,1.0
10660000,1.9986169,2522.0,1221.7889808201987,0.008644256,0.3333333333333333,0.3333333333333333,1.0
10670000,2.004451,5107.0,1221.4497587197836,-0.010447665,-0.3333333333333333,-0.3333333333333333,1.0
10680000,2.0142803,1825.0,1220.775762771583,0.012373072,-1.0,-1.0,1.0
10690000,2.0137765,5999.0,1220.775762771583,0.01890386,0.0,0.0,1.0
10700000,2.0191174,5999.0,1221.273072735239,0.007131148,1.0,1.0,1.0
10710000,2.0061276,4366.0,1221.2582179184035,-0.029642664,-0.3333333333333333,-0.3333333333333333,1.0
10720000,1.9950469,4043.8333333333335,1221.0880817857642,-0.035900638,-0.3333333333333333,-0.3333333333333333,1.0
10730000,1.9697133,None,None,-0.027200108,None,None,1.0
10740000,1.9516827,5999.0,1220.7566845905849,-0.015464698,-1.0,-1.0,1.0
10750000,1.9622288,1755.0,1220.2480539342573,-0.012649986,None,None,1.0
10760000,1.9736828,5999.0,1220.7284281557643,-0.0074080317,0.0,0.0,1.0
10770000,1.9961268,5999.0,1220.2147357180008,-0.026622102,-0.3333333333333333,-0.3333333333333333,1.0
10780000,1.9898907,4210.0,1220.0415387329704,-0.012097168,-0.5,-0.5,1.0
10790000,1.9950966,5999.0,1219.7050484611307,-0.029498642,-1.0,-1.0,1.0
10800000,1.9991937,715.0,1220.1935226024518,-0.010750659,1.0,1.0,1.0
10810000,2.00222,5999.0,1220.1983911777393,0.0027210577,0.0,0.0,1.0
10820000,1.9996173,5999.0,1220.1919131252716,-0.0077037313,0.0,0.0,1.0
10830000,1.9881226,2108.3333333333335,1220.3396755534438,0.012165452,0.25,0.25,1.0
10840000,2.0001822,1845.0,1220.1624698367266,0.00037140716,-1.0,-1.0,1.0
10850000,1.9895278,1910.0,1220.1624698367266,0.007611955,0.0,0.0,1.0
10860000,1.989006,3758.0,1220.7809419125415,0.01594442,0.75,0.75,1.0
10870000,1.9748521,2429.6666666666665,1220.972391391305,-0.0039923554,0.0,0.0,1.0
10880000,1.9750347,4310.2,1221.0295916568552,0.022847423,0.0,0.0,1.0
10890000,1.9507327,270.0,1221.8677009004691,-0.004542894,1.0,1.0,1.0
10900000,1.9381113,5437.0,1222.1108430042498,0.009129994,-1.0,-1.0,1.0
10910000,1.9529073,5999.0,1222.1094363228076,0.0044281012,0.0,0.0,1.0
10920000,1.9572624,3556.0,1222.8542491498276,0.0005922765,1.0,1.0,1.0
10930000,1.9531568,4406.166666666667,1222.8360458961497,0.0072038383,0.16666666666666666,0.16666666666666666,1.0
10940000,1.963995,2288.6666666666665,1224.4001509752104,0.025170803,1.0,1.0,1.0
10950000,1.9887632,5999.0,1224.5578290664228,0.015162371,0.0,0.0,1.0
10960000,1.9875642,5999.0,1224.5515456044866,0.01576407,0.0,0.0,1.0
10970000,1.9786217,None,None,0.034381278,None,None,1.0
10980000,1.959709,5999.0,1224.657937058959,0.025654083,0.0,0.0,1.0
10990000,1.9960916,5553.0,1225.5057291167236,0.03045177,1.0,1.0,1.0
11000000,1.997215,5999.0,1225.481881149526,0.014763424,0.0,0.0,1.0
11010000,1.9545763,1968.0,1225.9629737487007,0.0357041,1.0,1.0,1.0
11020000,1.9945794,3493.0,1226.1945926849592,0.017346203,0.5,0.5,1.0
11030000,2.0022566,727.6666666666666,1225.7461076401676,0.0031948113,-0.3333333333333333,-0.3333333333333333,1.0
11040000,1.9974836,1030.0,1225.385691022979,-0.011238354,0.0,0.0,1.0
11050000,2.0035014,1733.0,1225.6129608239034,-0.005330361,0.0,0.0,1.0
11060000,1.9932783,3889.5,1225.353427598982,-0.000197204,0.0,0.0,1.0
11070000,1.9371823,3202.0,1225.8278147199471,-0.0019508465,0.5,0.5,1.0
11080000,1.9399955,5248.8,1225.0856592627613,-0.009508214,-0.5,-0.5,1.0
11090000,1.917413,1099.0,1224.5077029447882,-0.0025837396,-0.5,-0.5,1.0
11100000,1.9385569,3188.0,1225.4889818740462,0.012808916,1.0,1.0,1.0
11110000,1.956468,415.6666666666667,1225.5497708640705,-0.0077395067,0.0,0.0,1.0
11120000,1.9620327,2145.6666666666665,1226.0490784811245,0.004581085,0.5,0.5,1.0
11130000,1.999417,5999.0,1226.2002785564268,-0.010570313,0.0,0.0,1.0
11140000,1.9676604,3220.0,1226.2711503285873,0.032082602,0.0,0.0,1.0
11150000,1.9755524,5999.0,1225.6493325644394,0.0036927697,-1.0,-1.0,1.0
11160000,1.957201,2032.0,1225.6493325644394,0.032471772,1.0,1.0,1.0
11170000,1.980944,4123.75,1225.5089565359076,0.09362593,0.0,0.0,1.0
11180000,1.9818866,97.0,1226.0992949728104,0.017342351,1.0,1.0,1.0
11190000,1.9879584,5999.0,1226.0975616877508,0.011653536,0.0,0.0,1.0
11200000,1.9832399,None,None,0.013014063,None,None,1.0
11210000,1.9634876,5999.0,1226.0806334291979,0.009750081,0.0,0.0,1.0
11220000,1.955838,4938.333333333333,1226.3950054691493,0.011911479,0.3333333333333333,0.3333333333333333,1.0
11230000,1.9666924,2635.6666666666665,1227.022164119366,0.008153917,0.3333333333333333,0.3333333333333333,1.0
11240000,1.9114972,1367.0,1227.4042675336457,0.038571414,0.0,0.0,1.0
11250000,1.930805,1924.6666666666667,1225.9556538299414,-0.00017115044,-1.0,-1.0,1.0
11260000,1.9207288,None,None,0.10376878,None,None,1.0
11270000,1.941643,5272.5,1224.9367537993257,0.08207319,-0.5,-0.5,1.0
11280000,1.9044386,None,None,0.038641077,None,None,1.0
11290000,1.9275128,5999.0,1224.7914487717817,0.10390671,0.0,0.0,1.0
11300000,1.9060822,None,None,0.058721654,None,None,1.0
11310000,1.9084462,5768.0,1224.3841305523226,0.08089593,-1.0,-1.0,1.0
11320000,1.9093076,4069.2,1224.1731400385768,0.11184895,0.0,0.0,1.0
11330000,1.9070127,4113.0,1224.101310172903,0.05699779,-0.3333333333333333,-0.3333333333333333,1.0
11340000,1.895108,5999.0,1224.3350164838002,0.06809487,1.0,1.0,1.0
11350000,1.9066496,3244.1666666666665,1224.6443609919259,0.03972765,-0.2,-0.2,1.0
11360000,1.9301994,234.0,1225.055865725653,-0.00271878,0.3333333333333333,0.3333333333333333,1.0
11370000,1.8866559,2699.5714285714284,1225.7213991689746,-0.013608696,0.3333333333333333,0.3333333333333333,1.0
11380000,1.9272436,5999.0,1226.2645658466208,0.01004926,0.5,0.5,1.0
11390000,1.87024,2083.6666666666665,1225.251765254526,-0.04846972,-1.0,-1.0,1.0
11400000,1.9132019,4069.5,1224.2273232868533,0.024554132,-0.5,-0.5,1.0
11410000,1.9066157,5999.0,1224.2231072193695,0.016224839,0.0,0.0,1.0
11420000,1.9235471,5999.0,1223.701854797207,0.032290943,-0.5,-0.5,1.0
11430000,1.9382441,1389.8333333333333,1223.8846493178698,0.00025219982,0.16666666666666666,0.16666666666666666,1.0
11440000,1.9306432,1026.0,1223.8427618759133,-0.006536154,0.0,0.0,1.0
11450000,1.9397573,2482.5,1223.4516932382794,-0.049864445,-0.3333333333333333,-0.3333333333333333,1.0
11460000,1.9186329,None,None,-0.015407917,0.0,0.0,1.0
11470000,1.8922087,5464.0,1223.566154637729,-0.0008579804,0.0,0.0,1.0
11480000,1.8970791,5579.5,1223.053985867196,-0.041705377,-0.5,-0.5,1.0
11490000,1.8667367,5999.0,1223.550456090148,-0.012153543,None,None,1.0
11500000,1.871935,5886.0,1223.382044128214,-0.009980465,0.0,0.0,1.0
11510000,1.9132009,4678.333333333333,1222.8800714350566,-0.011649858,-0.6666666666666666,-0.6666666666666666,1.0
11520000,1.9274828,5829.0,1222.543545667428,0.0109381545,0.0,0.0,1.0
11530000,1.9119226,None,None,-0.0023055128,None,None,1.0
11540000,1.9114941,5214.0,1222.375873975312,-0.016495897,-0.3333333333333333,-0.3333333333333333,1.0
11550000,1.9440439,5524.25,1222.7792674563752,-0.008027626,0.0,0.0,1.0
11560000,1.9775404,4670.0,1223.327818340363,0.014875204,0.25,0.25,1.0
11570000,1.9306407,2483.0,1222.4947534730609,-0.0058945953,-1.0,-1.0,1.0
11580000,1.9645182,None,None,-0.008507765,None,None,1.0
11590000,1.9479543,5999.0,1221.9915817101873,-0.005159718,-1.0,-1.0,1.0
11600000,1.9956177,4838.5,1221.2309473025625,-0.0054801786,-1.0,-1.0,1.0
11610000,2.0076108,5999.0,1220.7256680349242,-5.1181392e-05,-0.25,-0.25,1.0
11620000,1.983233,5999.0,1220.4787740480378,0.004737226,0.0,0.0,1.0
11630000,1.9841385,5999.0,1220.4859021206132,0.010870831,0.0,0.0,1.0
11640000,1.9784241,1445.0,1220.8226637888956,0.021823449,0.3333333333333333,0.3333333333333333,1.0
11650000,1.9832643,2898.4,1220.8061208393524,0.012197481,0.0,0.0,1.0
11660000,1.9926506,4413.0,1220.5040686404068,0.016779756,0.0,0.0,1.0
11670000,1.9798661,None,None,0.013959589,None,None,1.0
11680000,1.99593,3412.0,1221.0124215498015,-0.006578621,1.0,1.0,1.0
11690000,1.9822694,4049.0,1220.181443663387,-0.012222957,-1.0,-1.0,1.0
11700000,1.9947252,5999.0,1219.849461760167,-0.0044116545,0.0,0.0,1.0
11710000,2.0056143,4726.5,1219.0179894005696,0.0056240745,-0.5,-0.5,1.0
11720000,1.9913098,1190.0,1219.5214488218724,0.0107750185,0.5,0.5,1.0
11730000,2.0130315,3471.0,1219.0269553731334,0.006396359,-1.0,-1.0,1.0
11740000,2.032589,3618.5,1219.2789763389567,-0.004008243,1.0,1.0,1.0
11750000,2.0159616,5277.25,1219.9128133017628,0.014142972,0.3333333333333333,0.3333333333333333,1.0
11760000,1.9951874,4538.0,1220.0516121539574,0.020975605,-0.25,-0.25,1.0
11770000,1.9513059,3753.0,1220.3948853157196,0.010781257,0.0,0.0,1.0
11780000,1.9733245,2320.0,1219.5747509317744,0.026739236,-1.0,-1.0,1.0
11790000,1.9581485,3845.0,1220.0812918417182,0.021357289,None,None,1.0
11800000,1.9824517,None,None,0.0037228875,1.0,1.0,1.0
11810000,2.0030382,5688.8,1219.6884944803974,-0.00029513444,-0.25,-0.25,1.0
11820000,2.0025074,5043.25,1219.4825615663412,0.0050254334,0.0,0.0,1.0
11830000,1.982408,155.5,1219.6197389385302,-0.00788132,0.0,0.0,1.0
11840000,1.9642403,1003.0,1219.1188766484495,-0.03475782,-1.0,-1.0,1.0
11850000,1.9865634,3488.0,1219.1311721002112,-0.0071627283,None,None,1.0
11860000,1.9804045,4057.6666666666665,1218.8060361620362,-0.0031314937,-0.25,-0.25,1.0
11870000,1.9980469,5092.5,1218.6491465260651,0.0005236715,0.0,0.0,1.0
11880000,1.9745228,5999.0,1218.6603003091384,-0.02647542,0.0,0.0,1.0
11890000,1.9769545,3990.0,1219.1666666733556,-0.01948605,1.0,1.0,1.0
11900000,1.9834412,5303.5,1219.1696195412019,-0.028395306,0.0,0.0,1.0
11910000,2.0068154,5999.0,1218.9254602093251,-0.023034314,-0.5,-0.5,1.0
11920000,2.0004723,5728.666666666667,1218.3497282828075,-0.002567382,-0.3333333333333333,-0.3333333333333333,1.0
11930000,1.9845247,5999.0,1218.2025908251123,-0.016903222,0.0,0.0,1.0
11940000,2.0102851,3150.5,1217.713586744813,-0.015671197,-0.5,-0.5,1.0
11950000,2.0135288,1907.0,1218.228420917177,-0.013329225,1.0,1.0,1.0
11960000,2.022712,5373.0,1218.74254957599,-0.00823494,0.3333333333333333,0.3333333333333333,1.0
11970000,2.0027764,5999.0,1218.7513458946587,-0.006629257,0.0,0.0,1.0
11980000,2.0116808,None,None,-0.0112600615,0.0,0.0,1.0
11990000,2.0100985,5999.0,1218.75740125381,-0.014371909,None,None,1.0
12000000,1.9878783,5999.0,1218.7647667217666,-0.0038406341,0.0,0.0,1.0
12010000,1.99154,5034.0,1219.2761680067251,0.0006037066,1.0,1.0,1.0
12020000,1.9633027,5999.0,1219.2842436608983,0.0012961648,0.0,0.0,1.0
12030000,1.9803473,2251.0,1219.2881715300011,0.040238656,0.0,0.0,1.0
12040000,1.9879805,None,None,0.03598056,None,None,1.0
12050000,1.9714681,2313.5,1220.5498004584508,0.035452265,1.0,1.0,1.0
12060000,1.9911056,4668.0,1221.3023363983095,-0.0066594332,None,None,1.0
12070000,2.0086703,4008.5,1221.1740643092455,0.00027394822,-0.2,-0.2,1.0
12080000,2.028905,5996.0,1221.295141948596,-0.0047267163,0.0,0.0,1.0
12090000,1.9984169,3951.0,1221.3012396583592,-0.0022190374,0.0,0.0,1.0
12100000,1.9982674,4256.666666666667,1221.141476550398,0.0026308906,0.0,0.0,1.0
12110000,1.9936459,5999.0,1221.3161359624046,-0.0033384822,0.0,0.0,1.0
12120000,2.0050144,5999.0,1221.314318547999,-0.00936343,-0.5,-0.5,1.0
12130000,1.9957148,5999.0,1221.3194389007417,-0.0091831125,0.0,0.0,1.0
12140000,1.9870772,5999.0,1221.3191363907647,-0.0070119286,0.0,0.0,1.0
12150000,2.0002725,5999.0,1221.3160387774676,0.01343998,0.0,0.0,1.0
12160000,2.0119233,5999.0,1220.811242014802,-0.0068149692,-0.5,-0.5,1.0
12170000,2.01388,5268.666666666667,1221.3108542230493,0.023907809,0.3333333333333333,0.3333333333333333,1.0
12180000,1.9973763,5999.0,1221.3152434695785,-0.0040333164,0.0,0.0,1.0
12190000,2.0090976,5999.0,1221.3216315084414,0.015499284,0.0,0.0,1.0
12200000,2.0014384,5411.666666666667,1221.824292417268,0.013099721,0.5,0.5,1.0
12210000,1.9976707,5999.0,1221.8226596048007,-0.0064787394,0.0,0.0,1.0
12220000,2.009992,4359.5,1222.315649025862,0.014910626,1.0,1.0,1.0
12230000,1.9886268,1890.0,1221.9431528579203,-0.010718532,-0.2,-0.2,1.0
12240000,2.0076187,None,None,-0.008667915,None,None,1.0
12250000,2.0045722,2996.0,1221.828682974235,-0.008051178,0.0,0.0,1.0
12260000,1.9861393,3741.0,1221.8370184129608,-0.011509986,0.0,0.0,1.0
12270000,1.9793878,4110.0,1221.6752556097738,-0.00031905575,0.0,0.0,1.0
12280000,2.0031407,5229.5,1221.843312849357,0.005921167,0.0,0.0,1.0
12290000,2.0069892,1961.0,1222.3414644522336,-0.007066236,0.5,0.5,1.0
12300000,2.0058014,5999.0,1222.3399674728134,0.012660476,None,None,1.0
